sectionId,exactTitle,disposition,decisionBasis,legalQuestion,evidenceSourceHash,sourceUrl,effectiveDate,titleEvidence,operativeEvidence,guiltEvidence,gradingEvidence,structuralAlternativeOrSubdivisionReferences,sentencingCrossReferences
"2903.12","Aggravated assault","offense_candidate","The official text contains an operative prohibition and an express aggravated-assault guilt and degree clause.","","1c06d4dfeeaf9d67b2d426acd447eacd0b5ed1e44fa1943e128c3ce849603fe0","https://codes.ohio.gov/ohio-revised-code/section-2903.12","2019-03-22","Section 2903.12 | Aggravated assault.","(A) No person, while under the influence of sudden passion or in a sudden fit of rage, either of which is brought on by serious provocation occasioned by the victim that is reasonably sufficient to incite the person into using deadly force, shall knowingly:","(B) Whoever violates this section is guilty of aggravated assault. Except as otherwise provided in this division, aggravated assault is a felony of the fourth degree. If the victim of the offense is a peace officer or an investigator of the bureau of criminal identification and investigation, aggravated assault is a felony of the third degree. Regardless of whether the offense is a felony of the third or fourth degree under this division, if the offender also is convicted of or pleads guilty to a specification as described in section 2941.1423 of the Revised Code that was included in the indictment, count in the indictment, or information charging the offense, except as otherwise provided in this division, the court shall sentence the offender to a mandatory prison term as provided in division (B)(8) of section 2929.14 of the Revised Code. If the victim of the offense is a peace officer or an investigator of the bureau of criminal identification and investigation, and if the victim suffered serious physical harm as a result of the commission of the offense, aggravated assault is a felony of the third degree, and the court, pursuant to division (F) of section 2929.13 of the Revised Code, shall impose as a mandatory prison term one of the definite prison terms prescribed in division (A)(3)(b) of section 2929.14 of the Revised Code for a felony of the third degree.","(B) Whoever violates this section is guilty of aggravated assault. Except as otherwise provided in this division, aggravated assault is a felony of the fourth degree. If the victim of the offense is a peace officer or an investigator of the bureau of criminal identification and investigation, aggravated assault is a felony of the third degree. Regardless of whether the offense is a felony of the third or fourth degree under this division, if the offender also is convicted of or pleads guilty to a specification as described in section 2941.1423 of the Revised Code that was included in the indictment, count in the indictment, or information charging the offense, except as otherwise provided in this division, the court shall sentence the offender to a mandatory prison term as provided in division (B)(8) of section 2929.14 of the Revised Code. If the victim of the offense is a peace officer or an investigator of the bureau of criminal identification and investigation, and if the victim suffered serious physical harm as a result of the commission of the offense, aggravated assault is a felony of the third degree, and the court, pursuant to division (F) of section 2929.13 of the Revised Code, shall impose as a mandatory prison term one of the definite prison terms prescribed in division (A)(3)(b) of section 2929.14 of the Revised Code for a felony of the third degree.","(B) Whoever violates this section is guilty of aggravated assault. Except as otherwise provided in this division, aggravated assault is a felony of the fourth degree. If the victim of the offense is a peace officer or an investigator of the bureau of criminal identification and investigation, aggravated assault is a felony of the third degree. Regardless of whether the offense is a felony of the third or fourth degree under this division, if the offender also is convicted of or pleads guilty to a specification as described in section 2941.1423 of the Revised Code that was included in the indictment, count in the indictment, or information charging the offense, except as otherwise provided in this division, the court shall sentence the offender to a mandatory prison term as provided in division (B)(8) of section 2929.14 of the Revised Code. If the victim of the offense is a peace officer or an investigator of the bureau of criminal identification and investigation, and if the victim suffered serious physical harm as a result of the commission of the offense, aggravated assault is a felony of the third degree, and the court, pursuant to division (F) of section 2929.13 of the Revised Code, shall impose as a mandatory prison term one of the definite prison terms prescribed in division (A)(3)(b) of section 2929.14 of the Revised Code for a felony of the third degree.","R.C. 2929.14 | R.C. 2929.13"
"2903.13","Assault","offense_candidate","The official text contains operative prohibitions and an express assault guilt and grading clause.","","86af661766f63d91804a7a68dc55f484abbc092cc3885f2d0f6b11234e143a1b","https://codes.ohio.gov/ohio-revised-code/section-2903.13","2023-10-03","Section 2903.13 | Assault.","(A) No person shall knowingly cause or attempt to cause physical harm to another or to another's unborn.","(C)(1) Whoever violates this section is guilty of assault, and the court shall sentence the offender as provided in this division and divisions (C)(1), (2), (3), (4), (5), (6), (7), (8), (9), and (10) of this section. Except as otherwise provided in division (C)(2), (3), (4), (5), (6), (7), (8), or (9) of this section, assault is a misdemeanor of the first degree.","(C)(1) Whoever violates this section is guilty of assault, and the court shall sentence the offender as provided in this division and divisions (C)(1), (2), (3), (4), (5), (6), (7), (8), (9), and (10) of this section. Except as otherwise provided in division (C)(2), (3), (4), (5), (6), (7), (8), or (9) of this section, assault is a misdemeanor of the first degree.","(C)(1) Whoever violates this section is guilty of assault, and the court shall sentence the offender as provided in this division and divisions (C)(1), (2), (3), (4), (5), (6), (7), (8), (9), and (10) of this section. Except as otherwise provided in division (C)(2), (3), (4), (5), (6), (7), (8), or (9) of this section, assault is a misdemeanor of the first degree. | (2) Except as otherwise provided in this division, if the offense is committed by a caretaker against a person with a functional impairment under the caretaker's care, assault is a felony of the fourth degree. If the offense is committed by a caretaker against a person with a functional impairment under the caretaker's care, if the offender previously has been convicted of or pleaded guilty to a violation of this section or section 2903.11 or 2903.16 of the Revised Code, and if in relation to the previous conviction the offender was a caretaker and the victim was a person with a functional impairment under the offender's care, assault is a felony of the third degree. | (6) If the offense is a felony of the fourth degree under division (C)(5)(a) of this section, if the victim of the offense is a peace officer or an investigator of the bureau of criminal identification and investigation, and if the victim suffered serious physical harm as a result of the commission of the offense, the court, pursuant to division (F) of section 2929.13 of the Revised Code, shall impose as a mandatory prison term one of the prison terms prescribed for a felony of the fourth degree that is at least twelve months in duration. | (10) If an offender who is convicted of or pleads guilty to assault when it is a misdemeanor also is convicted of or pleads guilty to a specification as described in section 2941.1423 of the Revised Code that was included in the indictment, count in the indictment, or information charging the offense, the court shall sentence the offender to a mandatory jail term as provided in division (F) of section 2929.24 of the Revised Code. | If an offender who is convicted of or pleads guilty to assault when it is a felony also is convicted of or pleads guilty to a specification as described in section 2941.1423 of the Revised Code that was included in the indictment, count in the indictment, or information charging the offense, except as otherwise provided in division (C)(6) of this section, the court shall sentence the offender to a mandatory prison term as provided in division (B)(8) of section 2929.14 of the Revised Code. | (19)(a) ""Hospital"" means, subject to division (E)(19)(b) of this section, an institution classified as a hospital under section 3701.01 of the Revised Code in which are provided to patients diagnostic, medical, surgical, obstetrical, psychiatric, or rehabilitation care or a hospital operated by a health maintenance organization.","R.C. 2929.13 | R.C. 2929.28 | R.C. 2929.24 | R.C. 2929.14 | R.C. 2929.01"
"2903.14","Negligent assault","offense_candidate","The official text contains an operative prohibition and expressly calls a violation negligent assault, a misdemeanor of the third degree.","","37db823060f05b58b8604dd229c3786fd821ff531ab35d0a49830ca5d0a8525e","https://codes.ohio.gov/ohio-revised-code/section-2903.14","1996-09-06","Section 2903.14 | Negligent assault.","(A) No person shall negligently, by means of a deadly weapon or dangerous ordnance as defined in section 2923.11 of the Revised Code, cause physical harm to another or to another's unborn.","(B) Whoever violates this section is guilty of negligent assault, a misdemeanor of the third degree.","(B) Whoever violates this section is guilty of negligent assault, a misdemeanor of the third degree.","",""
"2903.15","Permitting child abuse","offense_candidate","The official text contains an operative prohibition and expressly grades permitting child abuse by harm outcome.","","b72b7210bf3e957763eb7b32ba232f1eb9933896fbe5fa48eb4a55b699543eeb","https://codes.ohio.gov/ohio-revised-code/section-2903.15","2023-04-06","Section 2903.15 | Permitting child abuse.","(A) No parent, guardian, custodian, or person having custody of a child under eighteen years of age or of a child with a mental or physical disability under twenty-one years of age shall cause serious physical harm to the child, or the death of the child, as a proximate result of permitting the child to be abused, to be tortured, to be administered corporal punishment or other physical disciplinary measure, or to be physically restrained in a cruel manner or for a prolonged period.","(C) Whoever violates this section is guilty of permitting child abuse. If the violation of this section causes serious physical harm to the child, permitting child abuse is a felony of the third degree. If the violation of this section causes the death of the child, permitting child abuse is a felony of the first degree.","(C) Whoever violates this section is guilty of permitting child abuse. If the violation of this section causes serious physical harm to the child, permitting child abuse is a felony of the third degree. If the violation of this section causes the death of the child, permitting child abuse is a felony of the first degree.","",""
"2903.16","Failing to provide for a functionally impaired person","offense_candidate","The official text contains operative prohibitions and expressly names and grades violations of divisions (A) and (B).","","ddd8c72616633332a42876f5f464189901f7a3faaf5c5bab38c860a7c6e6e024","https://codes.ohio.gov/ohio-revised-code/section-2903.16","2023-04-06","Section 2903.16 | Failing to provide for a functionally impaired person.","(A) No caretaker shall knowingly fail to provide a person with a functional impairment under the caretaker's care with any treatment, care, goods, or service that is necessary to maintain the health or safety of the person with a functional impairment when this failure results in physical harm or serious physical harm to the person with a functional impairment.","(C)(1) Whoever violates division (A) of this section is guilty of knowingly failing to provide for a person with a functional impairment, a misdemeanor of the first degree. If the person with a functional impairment under the offender's care suffers serious physical harm as a result of the violation of this section, a violation of division (A) of this section is a felony of the fourth degree.","(C)(1) Whoever violates division (A) of this section is guilty of knowingly failing to provide for a person with a functional impairment, a misdemeanor of the first degree. If the person with a functional impairment under the offender's care suffers serious physical harm as a result of the violation of this section, a violation of division (A) of this section is a felony of the fourth degree.","(C)(1) Whoever violates division (A) of this section is guilty of knowingly failing to provide for a person with a functional impairment, a misdemeanor of the first degree. If the person with a functional impairment under the offender's care suffers serious physical harm as a result of the violation of this section, a violation of division (A) of this section is a felony of the fourth degree. | (2) Whoever violates division (B) of this section is guilty of recklessly failing to provide for a person with a functional impairment, a misdemeanor of the second degree. If the person with a functional impairment under the offender's care suffers serious physical harm as a result of the violation of this section, a violation of division (B) of this section is a felony of the fourth degree.",""
"2903.18","Strangulation","offense_candidate","The official text contains operative prohibitions and an express strangulation guilt and grading clause.","","208605832ba16f42c0ba2080b846292031a113f90d30dd55b3a32f514b6ccbb5","https://codes.ohio.gov/ohio-revised-code/section-2903.18","2023-04-04","Section 2903.18 | Strangulation.","(B) No person shall knowingly do any of the following:","(C) Whoever violates this section is guilty of strangulation.","(1) A violation of division (B)(1) of this section is a felony of the second degree.","(3) A violation of division (B)(3) of this section is a felony of the fifth degree. If the victim of the violation of division (B)(3) of this section is a family or household member, or is a person with whom the offender is or was in a dating relationship, a violation of division (B)(3) of this section is a felony of the fourth degree. If the victim of the offense is a family or household member, or is a person with whom the offender is or was in a dating relationship, and the offender previously has been convicted of or pleaded guilty to a felony offense of violence, or if the offender knew that the victim of the violation was pregnant at the time of the violation, a violation of division (B)(3) of this section is a felony of the third degree. | (D) It is an affirmative defense to a charge under division (B) of this section that the act was done as part of a medical or other procedure undertaken to aid or benefit the victim.",""
"2903.21","Aggravated menacing","offense_candidate","The official text contains an operative prohibition and an express aggravated-menacing guilt and grading clause.","","cef9db2d74c2976f77c2cefc9e546cf86dd5cfcb81e22fc1122610a3658c5523","https://codes.ohio.gov/ohio-revised-code/section-2903.21","2014-09-17","Section 2903.21 | Aggravated menacing.","(A) No person shall knowingly cause another to believe that the offender will cause serious physical harm to the person or property of the other person, the other person's unborn, or a member of the other person's immediate family. In addition to any other basis for the other person's belief that the offender will cause serious physical harm to the person or property of the other person, the other person's unborn, or a member of the other person's immediate family, the other person's belief may be based on words or conduct of the offender that are directed at or identify a corporation, association, or other organization that employs the other person or to which the other person belongs.","(B) Whoever violates this section is guilty of aggravated menacing. Except as otherwise provided in this division, aggravated menacing is a misdemeanor of the first degree. If the victim of the offense is an officer or employee of a public children services agency or a private child placing agency and the offense relates to the officer's or employee's performance or anticipated performance of official responsibilities or duties, aggravated menacing is a felony of the fifth degree or, if the offender previously has been convicted of or pleaded guilty to an offense of violence, the victim of that prior offense was an officer or employee of a public children services agency or private child placing agency, and that prior offense related to the officer's or employee's performance or anticipated performance of official responsibilities or duties, a felony of the fourth degree.","(B) Whoever violates this section is guilty of aggravated menacing. Except as otherwise provided in this division, aggravated menacing is a misdemeanor of the first degree. If the victim of the offense is an officer or employee of a public children services agency or a private child placing agency and the offense relates to the officer's or employee's performance or anticipated performance of official responsibilities or duties, aggravated menacing is a felony of the fifth degree or, if the offender previously has been convicted of or pleaded guilty to an offense of violence, the victim of that prior offense was an officer or employee of a public children services agency or private child placing agency, and that prior offense related to the officer's or employee's performance or anticipated performance of official responsibilities or duties, a felony of the fourth degree.","(B) Whoever violates this section is guilty of aggravated menacing. Except as otherwise provided in this division, aggravated menacing is a misdemeanor of the first degree. If the victim of the offense is an officer or employee of a public children services agency or a private child placing agency and the offense relates to the officer's or employee's performance or anticipated performance of official responsibilities or duties, aggravated menacing is a felony of the fifth degree or, if the offender previously has been convicted of or pleaded guilty to an offense of violence, the victim of that prior offense was an officer or employee of a public children services agency or private child placing agency, and that prior offense related to the officer's or employee's performance or anticipated performance of official responsibilities or duties, a felony of the fourth degree.",""
"2903.22","Menacing","offense_candidate","The official text contains operative prohibitions and an express menacing guilt and grading clause.","","c3af2204e56ff6f479d231c982b013394a78a4a32c37e831a66179234df45cb9","https://codes.ohio.gov/ohio-revised-code/section-2903.22","2023-04-04","Section 2903.22 | Menacing.","(A)(1) No person shall knowingly cause another to believe that the offender will cause physical harm to the person or property of the other person, the other person's unborn, or a member of the other person's immediate family. In addition to any other basis for the other person's belief that the offender will cause physical harm to the person or property of the other person, the other person's unborn, or a member of the other person's immediate family, the other person's belief may be based on words or conduct of the offender that are directed at or identify a corporation, association, or other organization that employs the other person or to which the other person belongs.","(B) Whoever violates this section is guilty of menacing.","Except as otherwise provided in this division, menacing is a misdemeanor of the fourth degree. If the victim of the offense is an officer or employee of a public children services agency or a private child placing agency and the offense relates to the officer's or employee's performance or anticipated performance of official responsibilities or duties or if the victim of the offense is an emergency service responder in the performance of the responder's official duties, menacing is one of the following:","Except as otherwise provided in this division, menacing is a misdemeanor of the fourth degree. If the victim of the offense is an officer or employee of a public children services agency or a private child placing agency and the offense relates to the officer's or employee's performance or anticipated performance of official responsibilities or duties or if the victim of the offense is an emergency service responder in the performance of the responder's official duties, menacing is one of the following:",""
"2903.31","Hazing","offense_candidate","The official text contains operative prohibitions and expressly calls violations hazing with division-specific grades.","","7f4690e77bee0030614db737c65db3c4a58183e30a8f13eaaff37b8faa8f0b6c","https://codes.ohio.gov/ohio-revised-code/section-2903.31","2021-10-07","Section 2903.31 | Hazing.","(B)(1) No person shall recklessly participate in the hazing of another.","(D) Whoever violates this section is guilty of hazing. A violation of division (B)(1) or (2) of this section is a misdemeanor of the second degree. A violation of division (C)(1) or (2) of this section is a felony of the third degree.","(D) Whoever violates this section is guilty of hazing. A violation of division (B)(1) or (2) of this section is a misdemeanor of the second degree. A violation of division (C)(1) or (2) of this section is a felony of the third degree.","(D) Whoever violates this section is guilty of hazing. A violation of division (B)(1) or (2) of this section is a misdemeanor of the second degree. A violation of division (C)(1) or (2) of this section is a felony of the third degree.",""
"2903.32","Female genital mutilation","offense_candidate","The official text contains operative prohibitions and expressly calls a violation female genital mutilation, a felony of the second degree.","","4cd954daba7862a6db757da4ba5f76100cb27092144013444168086e2f43ad68","https://codes.ohio.gov/ohio-revised-code/section-2903.32","2019-04-05","Section 2903.32 | Female genital mutilation.","(A)(1) No person shall knowingly circumcise, excise, or infibulate any part of the labia majora or labia minora or clitoris of another person who is under the age of eighteen.","(B) Whoever violates this section is guilty of female genital mutilation, a felony of the second degree. In addition to any prison term authorized by section 2929.14 of the Revised Code and any fine authorized by section 2929.18 of the Revised Code, the court shall impose on the offender an additional fine of up to twenty-five thousand dollars.","(B) Whoever violates this section is guilty of female genital mutilation, a felony of the second degree. In addition to any prison term authorized by section 2929.14 of the Revised Code and any fine authorized by section 2929.18 of the Revised Code, the court shall impose on the offender an additional fine of up to twenty-five thousand dollars.","(2) No person shall knowingly transport a minor to a facility or location for the purpose of facilitating the commission of an offense prohibited by division (A)(1) of this section.","R.C. 2929.14 | R.C. 2929.18"
"2903.33","Patient abuse and neglect in care facilities definitions","supporting_provision","The section expressly supplies definitions for sections 2903.33 to 2903.36; it contains no section-level guilt-and-grade clause.","","0d09cd93d6fdabbf5a26c6f1fad5e45c51d8731d3b82b2f5cda099170ae2105e","https://codes.ohio.gov/ohio-revised-code/section-2903.33","2013-09-29","Section 2903.33 | Patient abuse and neglect in care facilities definitions.","As used in sections 2903.33 to 2903.36 of the Revised Code:","","","",""
"2903.34","Patient abuse or neglect","offense_candidate","The official text contains operative prohibitions and expressly names and grades patient abuse, gross patient neglect, and patient neglect.","","8df500096822e831191ea80f206b632e8afc3be318486634b0e4fef624a26745","https://codes.ohio.gov/ohio-revised-code/section-2903.34","1996-07-01","Section 2903.34 | Patient abuse or neglect.","(A) No person who owns, operates, or administers, or who is an agent or employee of, a care facility shall do any of the following:","(C) Whoever violates division (A)(1) of this section is guilty of patient abuse, a felony of the fourth degree. If the offender previously has been convicted of, or pleaded guilty to, any violation of this section, patient abuse is a felony of the third degree.","(C) Whoever violates division (A)(1) of this section is guilty of patient abuse, a felony of the fourth degree. If the offender previously has been convicted of, or pleaded guilty to, any violation of this section, patient abuse is a felony of the third degree.","(C) Whoever violates division (A)(1) of this section is guilty of patient abuse, a felony of the fourth degree. If the offender previously has been convicted of, or pleaded guilty to, any violation of this section, patient abuse is a felony of the third degree. | (D) Whoever violates division (A)(2) of this section is guilty of gross patient neglect, a misdemeanor of the first degree. If the offender previously has been convicted of, or pleaded guilty to, any violation of this section, gross patient neglect is a felony of the fifth degree. | (E) Whoever violates division (A)(3) of this section is guilty of patient neglect, a misdemeanor of the second degree. If the offender previously has been convicted of or pleaded guilty to any violation of this section, patient neglect is a felony of the fifth degree.",""
"2903.35","Filing false patient abuse or neglect complaints","offense_candidate","The official text contains an operative prohibition and expressly calls a violation filing a false patient abuse or neglect complaint, a misdemeanor of the first degree.","","f91e65890dfca634a6dcd57bb360cbe725723ce1ef95a13692dfd82b32350ddf","https://codes.ohio.gov/ohio-revised-code/section-2903.35","1986-09-17","Section 2903.35 | Filing false patient abuse or neglect complaints.","(A) No person shall knowingly make a false statement, or knowingly swear or affirm the truth of a false statement previously made, alleging a violation of section 2903.34 of the Revised Code, when the statement is made with purpose to incriminate another.","(B) Whoever violates this section is guilty of filing a false patient abuse or neglect complaint, a misdemeanor of the first degree.","(B) Whoever violates this section is guilty of filing a false patient abuse or neglect complaint, a misdemeanor of the first degree.","",""
"2903.36","Whistleblower protection","supporting_provision","The section supplies a retaliation/whistleblower protection rule and no section-level guilt-and-grade clause.","","72b99064c754ea0459a5e7efb95a4eea20ebb7f466a53b999213d28aa04ba4fd","https://codes.ohio.gov/ohio-revised-code/section-2903.36","1986-09-17","Section 2903.36 | Whistleblower protection.","No care facility shall discharge or in any manner discriminate or retaliate against any person solely because such person, in good faith, filed a complaint, affidavit, or other document alleging a violation of section 2903.34 of the Revised Code.","","","",""
"2903.37","License revocation upon conviction","supporting_provision","The section provides a licensing consequence upon conviction rather than a new operative prohibition with a guilt-and-grade clause.","","93ed03ce5b97d52132f68c6898c12bd181acc77e4f5ac9c1263ed45f0004bddc","https://codes.ohio.gov/ohio-revised-code/section-2903.37","1986-09-17","Section 2903.37 | License revocation upon conviction.","Any individual, who owns, operates, or administers, or who is an agent or employee of, a care facility, who is convicted of a felony violation of section 2903.34 of the Revised Code, and who is required to be licensed under any law of this state, shall have his license revoked in accordance with Chapter 119. of the Revised Code.","","","",""
"2903.041","Reckless homicide","offense_candidate","The official text contains an operative prohibition and expressly calls a violation reckless homicide, a felony of the third degree.","","ed38ff453938ad9f09639bab5fe866ce247c6d307c4f67edcb311c47ac4bc89d","https://codes.ohio.gov/ohio-revised-code/section-2903.041","1999-09-29","Section 2903.041 | Reckless homicide.","(A) No person shall recklessly cause the death of another or the unlawful termination of another's pregnancy.","(B) Whoever violates this section is guilty of reckless homicide, a felony of the third degree.","(B) Whoever violates this section is guilty of reckless homicide, a felony of the third degree.","",""
"2903.41","Definitions related to violent offender database","supporting_provision","The section defines terms used by the violent-offender-database provisions and contains no section-level guilt-and-grade clause.","","13143f8dd952a4568a6f320d4a94d7d3490fa989ac97af00a18e6bd05f9820d1","https://codes.ohio.gov/ohio-revised-code/section-2903.41","2019-03-20","Section 2903.41 | Definitions related to violent offender database.","As used in sections 2903.41 to 2903.44 of the Revised Code:","","","(b) Any attempt to commit, conspiracy to commit, or complicity in committing any offense listed in division (A)(1)(a) of this section. | (2) A person who on the effective date of this section has been convicted of or pleaded guilty to an offense listed in division (A)(1) of this section and is confined in a jail, workhouse, state correctional institution, or other institution, serving a prison term, term of imprisonment, or other term of confinement for the offense. | (C) ""Out-of-state violent offender"" means a person who is convicted of, pleads guilty to, has been convicted of, or has pleaded guilty to a violation of any existing or former municipal ordinance or law of another state or the United States, or any existing or former law applicable in a military court or in an Indian tribal court, that is or was substantially equivalent to any offense listed in division (A)(1) of this section. | (J) ""Extended enrollment period"" means, for a violent offender who has violent offender database duties pursuant to section 2903.42 of the Revised Code or a qualifying out-of-state violent offender who has violent offender database duties pursuant to section 2903.421 of the Revised Code, the offender's enrollment period as extended pursuant to division (D)(2) of section 2903.43 of the Revised Code.","R.C. 2929.01"
"2903.42","Enrollment in violent offender database; presumption","supporting_provision","The section establishes database enrollment and rebuttal procedures after a qualifying offense; it contains no new guilt-and-grade clause.","","5db38c4f9fde8cd28b7977ae0ce9cce2afd162aa149e86d5649f4c90ac6e8c77","https://codes.ohio.gov/ohio-revised-code/section-2903.42","2019-03-20","Section 2903.42 | Enrollment in violent offender database; presumption.","(A)(1) For each person who is classified a violent offender, it is presumed that the violent offender shall be required to enroll in the violent offender database with respect to the offense that so classifies the person and shall have all violent offender database duties with respect to that offense for ten years after the offender initially enrolls in the database. The presumption is a rebuttable presumption that the violent offender may rebut as provided in division (A)(4) of this section, after filing a motion in accordance with division (A)(2)(a) or (b) of this section, whichever is applicable. Each violent offender shall be informed of the presumption established under this division, of the offender's right to file a motion to rebut the presumption, of the procedure and criteria for rebutting the presumption, and of the effect of a rebuttal and the post-rebuttal hearing procedures and possible outcome, as follows:","","","(A)(1) For each person who is classified a violent offender, it is presumed that the violent offender shall be required to enroll in the violent offender database with respect to the offense that so classifies the person and shall have all violent offender database duties with respect to that offense for ten years after the offender initially enrolls in the database. The presumption is a rebuttable presumption that the violent offender may rebut as provided in division (A)(4) of this section, after filing a motion in accordance with division (A)(2)(a) or (b) of this section, whichever is applicable. Each violent offender shall be informed of the presumption established under this division, of the offender's right to file a motion to rebut the presumption, of the procedure and criteria for rebutting the presumption, and of the effect of a rebuttal and the post-rebuttal hearing procedures and possible outcome, as follows: | (b) If the person is classified a violent offender under division (A)(2) of section 2903.41 of the Revised Code, the official in charge of the jail, workhouse, state correctional institution, or other institution in which the offender is serving a prison term, term of imprisonment, or other term of confinement for the offense, or the official's designee, shall inform the offender in writing, a reasonable period of time before the offender is released from the confinement, of the presumption, the right, and the procedure, criteria, and possible outcome. | (a) If the person is classified a violent offender under division (A)(1) of section 2903.41 of the Revised Code, the offender shall file the motion with the court that is sentencing the offender for the offense that classifies the person a violent offender. The motion shall assert that the offender was not the principal offender in the commission of that offense and request that the court not require the offender to enroll in the violent offender database and not have all VOD duties with respect to that offense. The motion shall be filed prior to or at the time of sentencing. | (b) If the person is classified a violent offender under division (A)(2) of section 2903.41 of the Revised Code, the offender shall file the motion with the court that sentenced the offender for the offense that classifies the person a violent offender. The motion shall assert that the offender was not the principal offender in the commission of that offense and request that the court not require the offender to enroll in the violent offender database and not have all VOD duties with respect to that offense. The motion shall be filed prior to the time of the person's release from confinement in the jail, workhouse, state correctional institution, or other institution under the prison term, term of imprisonment, or other term of confinement for the offense listed in division (A)(1) of section 2903.41 of the Revised Code. | (3) If a violent offender does not file a motion under division (A)(2)(a) or (b) of this section, the violent offender shall be required to enroll in the violent offender database with respect to the offense that classifies the person a violent offender and shall have all VOD duties with respect to that offense for ten years after the offender initially enrolls in the database. If the person is classified a violent offender under division (A)(1) of section 2903.41 of the Revised Code, the court shall provide the offender notice of the duties pursuant to division (C) of this section. If the person is classified a violent offender under division (A)(2) of section 2903.41 of the Revised Code, the offender shall be provided notice of the duties pursuant to divisions (B) and (C) of this section. | (4) If a violent offender files a motion under division (A)(2)(a) or (b) of this section, the offender has the burden of proving to the court that is sentencing, or that has sentenced, the offender, by a preponderance of the evidence, that the offender was not the principal offender in the commission of the offense that classifies the person a violent offender. If a violent offender files such a motion, one of the following applies: | (B) Each person who is classified a violent offender under division (A)(2) of section 2903.41 of the Revised Code and who does not file a motion under division (A)(2)(a) or (b) of this section shall be provided notice of the offender's duty to enroll in the violent offender database with respect to the offense that classifies the person a violent offender and of all VOD duties with respect to that offense and that those duties last for ten years after the offender initially enrolls in the database. The official in charge of the jail, workhouse, state correctional institution, or other institution in which the offender is serving the prison term, term of imprisonment, or other term of confinement, or the official's designee, shall provide the notice to the offender before the offender is released pursuant to any type of supervised release or before the offender is otherwise released from the prison term, term of imprisonment, or other term of confinement. | (C) The judge, official, or official's designee providing the notice under division (A) (3), (A)(4), or (B) of this section shall require the violent offender to read and sign a form stating that the violent offender has received and understands the notice. If the violent offender is unable to read, the judge, official, or official's designee shall inform the violent offender of the violent offender's duties as set forth in the notice and shall certify on the form that the judge, official, or official's designee informed the violent offender of the violent offender's duties and that the violent offender indicated an understanding of those duties. | The attorney general shall prescribe the notice and the form provided under this division. The notice shall inform the offender that, to satisfy the duty to enroll, the violent offender must enroll personally with the sheriff of the county in which the offender resides or that sheriff's designee and include notice of the offender's duties to re-enroll annually and when the offender has a change of address.",""
